K1243693,28828,6
K1243693,29198,6
K1243693,30973,109
K1243693,33042,4
K1243693,33372,5
K1243693,34225,81
K1243693,34441,89
K1243693,34528,6
K1243693,3846,4
K1243693,38725,57
K1243693,4839,6
K1243693,9232,252
K1243693,9687,5
K1243693,9744,7
K1263067,10628,100
K1263067,11396,5
K1263067,12666,6
K1263067,13171,6
K1263067,14624,98
K1263067,17396,6
K1263067,17692,6
K1263067,20556,111
K1263067,20877,6
K1263067,21710,7
K1263067,22812,88
K1263067,23154,2
K1263067,28159,73
K1263067,30887,6
K1263067,30989,6
K1263067,32517,6
K1263067,33695,5
K1263067,33898,6
K1263067,34259,6
K1263067,34450,6
K1263067,34453,6
K1263067,37945,6
K1263067,38416,6
K1263067,38686,6
K1263067,5501,104
K1263067,6561,4
K1263067,7454,108
K1263067,7936,77
K1263067,8712,81
K1263067,8726,6
K1263067,9965,6
K1263067,9973,39
K1275569,23891,89
K1275569,39972,99
K1275569,4004,96
K1275752,14388,135
K1275752,14426,105
K1275752,16233,95
K1275752,20556,84
K1275752,2412,211
K1275752,24147,57
K1275752,24288,87
K1275752,29055e,126
K1275752,36066,86
K1275752,8678,81
K1286707,13314,143
K1286707,13463,105
K1286707,17682,102
K1286707,18045,85
K1286707,20556,18
K1286707,2256,99
K1286707,2326,143
K1286707,26355,112
K1286707,29055e,86
K1286707,30887,128
K1286707,35985,80
K1286707,4934,202
K1286707,7130,74
K1286707,8726,92
K1286707,9973,7
K1291857,11396,178
K1291857,17692,83
K1291857,2028,96
K1291857,26098,4
K1291857,26355,77
K1291857,2815,121
K1291857,28362,74
K1291857,30658,61
K1291857,30887,19
K1291857,32517,108
K1291857,33830,130
K1291857,33898,98
K1291857,34441,58
K1291857,38725,72
K1291857,8726,76
K1315582,11108,114
K1315582,2441e,117
K1315582,25215,43
K1315582,32579e,213
K1315582,33898,217
K1315582,38725,77
K1333125,10033,109
K1333125,16659,128
K1333125,17299,82
K1333125,1770,82
K1333125,21710,70
K1333125,22794e,464
K1333125,31031,95
K1333125,32930e,71
K1333125,39314,69
K1333125,4846,63
K1333125,5584,75
K1333125,9425,88
K1353134,10375,92
K1353134,31269e,291
K1353134,34225,87
K1353134,37137e,155
K1353134,4004,80
K1359179,10375,29
K1359179,11108,196
K1359179,11315,5
K1359179,11943,6
K1359179,12319,125
K1359179,14502,6
K1359179,14617,7
K1359179,15246,5
K1359179,15577,102
K1359179,17342,53
K1359179,22487,105
K1359179,26355,136
K1359179,27930,6
K1359179,28129,71
K1359179,31396,5
K1359179,32353,6
K1359179,33843,90
K1359179,35509,101
K1359179,36391,65
K1359179,37037,103
K1359179,38323,103
K1359179,38725,91
K1359179,4644,28
K1359179,5782,124
K1359179,6767,127
K1359628,10375,961
K1359628,10628,6
K1359628,10664,109
K1359628,10777e,164
K1359628,11396,5
K1359628,12781,3
K1359628,13494,92
K1359628,14401,115
K1359628,14611,77
K1359628,18045,79
K1359628,20871,6
K1359628,20877,6
K1359628,21710,6
K1359628,25276,77
K1359628,25729,5
K1359628,25792,118
K1359628,26120,6
K1359628,26355,89
K1359628,28362,67
K1359628,30658,71
K1359628,33406,8
K1359628,36247e,102
K1359628,36709,5
K1359628,36792,6
K1359628,37137e,199
K1359628,39475,103
K1359628,7130,56
K1359628,7656e,144
K1359628,7936,10
K1359628,9425,8
K1359628,9471,6
K1359628,9654,11
K1378637,13345,132
K1378637,16324,112
K1378637,2474,86
K1378637,4463e,91
K1378637,8712,99
K1381718,10375,113
K1381718,25276,141
K1381718,28362,162
K1381718,30887,96
K1381718,4472,84
K1384113,10375,110
K1384113,10391,6
K1384113,10835,6
K1384113,15586,97
K1384113,15834,6
K1384113,21689,105
K1384113,22134e,140
K1384113,22659,6
K1384113,2354,5
K1384113,24143,5
K1384113,24147,67
K1384113,2441e,100
K1384113,4029e,258
K1384113,5782,6
K1384113,6147,6
K1384113,6806,112
K1384113,7130,83
K1384113,7769,86
K1388077,12486,119
K1388077,14401,95
K1388077,22487,69
K1388077,2815,358
K1388077,33898,6
K1388077,35985,70
K1388077,36066,80
K1388077,38278,155
K1388077,5461,6
K1388077,8270,85
K1388077,8678,194
K1401875,10375,168
K1401875,10570,79
K1401875,17396,80
K1401875,18045,103
K1401875,2028,93
K1401875,20877,153
K1401875,22487,96
K1401875,27370,100
K1401875,28362,62
K1401875,39522,104
K1401875,7130,72
K1401875,7936,82
K1402776,11943,96
K1402776,13463,157
K1402776,14179,196
K1402776,14388,77
K1402776,14889,105
K1402776,17396,77
K1402776,18045,74
K1402776,20556,119
K1402776,27154,122
K1402776,27596,210
K1402776,29108e,673
K1402776,29300e,295
K1402776,36727,129
K1402776,36792,130
K1402776,39475,32
K1402776,4003,83
K1402776,4472,106
K1402776,5167,80
K1429482,10778,51
K1429482,11872,6
K1429482,13059,6
K1429482,14617,6
K1429482,19557,6
K1429482,20623,6
K1429482,20662,102
K1429482,27744,96
K1429482,28362,28
K1429482,30887,116
K1429482,33633,98
K1429482,38416,6
K1429482,6711,5
K1429482,9232,168
K1433778,10375,85
K1433778,14401,68
K1433778,16310,6
K1433778,16659,88
K1433778,28415,6
K1433778,29733,23
K1433778,32806,73
K1433778,33042,88
K1433778,33406,104
K1433778,33473,235
K1433778,38754,94
K1433778,4004,50
K1433778,6228,92
K1433778,9654,126
K1433778,9760,6
K1435642,16357,160
K1435642,19550,81
K1435642,22487,93
K1435642,26616e,346
K1435642,27370,6
K1435642,28129,6
K1435642,31031,77
K1435642,3214,5
K1435642,7130,6
K1435642,8077,6
K1435642,8235,92
K1440975,10375,80
K1440975,15586,91
K1440975,17923,92
K1440975,19550,243
K1440975,20556,103
K1440975,22870e,250
K1440975,2296e,197
K1440975,2373,162
K1440975,25276,128
K1440975,28362,86
K1440975,39475,121
K1443130,16324,9
K1443130,17071,6
K1443130,17733,6
K1443130,17972,6
K1443130,2028,85
K1443130,2999,64
K1443130,30047e,185
K1443130,32122,81
K1443130,37368,5
K1443130,38920,4
K1443130,5584,78
K1446889,10033,104
K1446889,11108,228
K1446889,14674,109
K1446889,15645,97
K1446889,17733,77
K1446889,2028,74
K1446889,23437,104
K1446889,24063,49
K1446889,26355,82
K1446889,2815,46
K1446889,31031,100
K1446889,3269,61
K1446889,34225,21
K1446889,35509,102
K1446889,35624,81
K1446889,38754,76
K1446889,7130,82
K1446889,8678,129
K1459519,11108,481
K1459519,15834,8
K1459519,21070,101
K1459519,26355,139
K1459519,28362,81
K1459519,2863,6
K1459519,32792,37
K1459519,33898,145
K1459519,36851e,269
K1459519,3846,118
K1459519,5387,72
K1459519,7769,209
K1466034,12014,6
K1466034,12681,7
K1466034,14708,84
K1466034,15924,7
K1466034,18022,6
K1466034,19550,132
K1466034,2296e,59
K1466034,28159,6
K1466034,28362,66
K1466034,35509,122
K1466034,3561,6
K1466034,36066,108
K1466034,37605,6
K1466034,38575,8
K1466034,38719,6
K1466034,4473,6
K1466034,4846,6
K1466034,9973,103
K1478964,11396,217
K1478964,11849,5
K1478964,12203,6
K1478964,13171,101
K1478964,14502,91
K1478964,17396,5
K1478964,20556,118
K1478964,22812,5
K1478964,23154,5
K1478964,2373,6
K1478964,24614,126
K1478964,24876,122
K1478964,26098,168
K1478964,26266,91
K1478964,26343e,361
K1478964,27370,98
K1478964,28159,79
K1478964,29055e,109
K1478964,29108e,274
K1478964,30887,359
K1478964,30989,112
K1478964,31013,118
K1478964,31497,119
K1478964,32027e,244
K1478964,32353,77
K1478964,32517,6
K1478964,34259,93
K1478964,35232,26
K1478964,35754,6
K1478964,37483,102
K1478964,38067,113
K1478964,38168,98
K1478964,39996,109
K1478964,4644,55
K1478964,7194,5
K1478964,7936,55
K1478964,8678,39
K1502285,11108,102
K1502285,13981,102
K1502285,14401,96
K1502285,14445e,97
K1502285,14872,70
K1502285,15487,5
K1502285,16357,62
K1502285,16788,12
K1502285,17283,11
K1502285,17733,6
K1502285,19550,62
K1502285,19887,98
K1502285,20490,5
K1502285,20662,116
K1502285,2252,108
K1502285,2296e,89
K1502285,2798,5
K1502285,30281,73
K1502285,3074,112
K1502285,35509,448
K1502285,35624,5
K1502285,36792,21
K1502285,37368,106
K1502285,38059,6
K1502285,38666,94
K1502285,7130,6
K1502285,8517,77
K1502285,8712,82
K1502285,9173,90
K1502507,10033,6
K1502507,10611,110
K1502507,10992,75
K1502507,11423,6
K1502507,13314,6
K1502507,14360,6
K1502507,14401,75
K1502507,21304,6
K1502507,21393e,413
K1502507,25729,5
K1502507,26806,130
K1502507,2798,123
K1502507,33978,103
K1502507,34559,6
K1502507,38278,6
K1502507,38500,85
K1502507,39475,89
K1518182,11108,127
K1518182,21304,205
K1518182,25626,121
K1518182,25895,111
K1518182,27370,170
K1518796,10033,5
K1518796,10312,6
K1518796,10992,6
K1518796,11108,114
K1518796,11275,6
K1518796,13687,6
K1518796,1390,6
K1518796,14889,105
K1518796,15407,81
K1518796,15487,6
K1518796,16537,78
K1518796,16788,5
K1518796,17733,6
K1518796,1817,105
K1518796,18753,6
K1518796,19550,44
K1518796,20662,61
K1518796,22487,86
K1518796,2256,6
K1518796,24147,61
K1518796,25729,5
K1518796,25895,6
K1518796,26806,7
K1518796,2798,11
K1518796,33695,107
K1518796,34303,5
K1518796,34559,118
K1518796,35119,6
K1518796,35509,274
K1518796,35609,6
K1518796,37945,6
K1518796,39050,6
K1518796,39475,106
K1518796,6907,6
K1518796,9232,6
K1518796,9744,6
K1519067,10570,6
K1519067,16233,189
K1519067,19550,172
K1519067,2028,88
K1519067,20662,5
K1519067,20877,73
K1519067,24288,5
K1519067,26355,90
K1519067,28129,71
K1519067,28415,3
K1519067,3224,106
K1519067,3249,90
K1519067,33446,5
K1519067,34225,10
K1519067,35509,5
K1519067,36589,122
K1519067,38725,80
K1519067,39475,164
K1519067,4003,116
K1519067,6473,114
K1519067,7769,6
K1519067,9048,5
K1519067,9601,95
K1519067,9744,76
K1523094,17692,53
K1523094,17733,122
K1523094,18753,226
K1523094,26355,71
K1523094,27243,107
K1523094,27596,120
K1523094,32353,88
K1523094,8678,227
K1524151,10618,115
K1524151,11108,386
K1524151,14426,123
K1524151,14617,80
K1524151,15586,93
K1524151,17682,94
K1524151,17923,74
K1524151,19550,67
K1524151,20570,110
K1524151,26343e,325
K1524151,26355,147
K1524151,27930,101
K1524151,2815,112
K1524151,32792,75
K1524151,35119,95
K1524151,39475,10
K1524151,4644,100
K1524151,4867,45
K1524151,5994,89
K1529177,10375,410
K1529177,16324,104
K1529177,16537,88
K1529177,19557,87
K1529177,22487,77
K1529177,2256,91
K1529177,2296e,99
K1529177,2373,100
K1529177,33633,42
K1529177,38333,91
K1529177,38725,162
K1529177,38989,101
K1529177,4029e,380
K1529177,4219,19
K1529177,4644,90
K1529177,6147,89
K1529177,8385,87
K1529658,22487,94
K1529658,36340,79
K1529658,6759,122
K1549848,10375,118
K1549848,10682e,167
K1549848,27370,77
K1549848,30658,87
K1557597,10992,85
K1557597,11108,121
K1557597,14445e,127
K1557597,16233,13
K1557597,34351e,199
K1558056,11849,72
K1558056,24614,77
K1558056,26239,105
K1558056,2815,133
K1558056,4644,184
K1558056,7194,224
K1572992,10444e,422
K1572992,10611,94
K1572992,12375e,80
K1572992,19550,168
K1572992,24586,2
K1572992,26355,81
K1572992,4010,133
K1575175,10033,6
K1575175,11108,356
K1575175,12121,5
K1575175,16310,6
K1575175,16537,6
K1575175,2028,67
K1575175,21070,6
K1575175,25276,110
K1575175,25895,6
K1575175,26355,160
K1575175,27930,6
K1575175,31396,6
K1575175,31672,6
K1575175,32792,6
K1575175,34441,87
K1575175,34806,87
K1575175,35119,6
K1575175,4219,70
K1581593,10033,6
K1581593,11108,380
K1581593,11943,6
K1581593,12121,5
K1581593,13345,104
K1581593,15577,90
K1581593,16788,5
K1581593,17241,6
K1581593,17682,107
K1581593,18753,103
K1581593,2028,75
K1581593,2252,7
K1581593,22722,6
K1581593,25701,8
K1581593,26222,6
K1581593,30047e,301
K1581593,30498,6
K1581593,31164,5
K1581593,32145,5
K1581593,34441,69
K1581593,35266,6
K1581593,38719,6
K1581593,38737,6
K1581593,5584,41
K1581593,9048,10
K1586306,16233,5
K1586306,19197,58
K1586306,2256,85
K1586306,33406,103
K1586306,35509,118
K1586306,38439,89
K1586306,7118e,136
K1649068,10375,223
K1649068,11108,362
K1649068,11363,82
K1649068,12121,104
K1649068,12203,104
K1649068,15034e,213
K1649068,15577,65
K1649068,2028,92
K1649068,24432,94
K1649068,26355,69
K1649068,27930,261
K1649068,28926,53
K1649068,2905,131
K1649068,32792,86
K1649068,4644,111
K1652008,10375,5
K1652008,11213,6
K1652008,11396,105
K1652008,11513,121
K1652008,13463,84
K1652008,14401,96
K1652008,1462,107
K1652008,18240,101
K1652008,24147,59
K1652008,30658,57
K1652008,33042,276
K1652008,33372,6
K1652008,33406,99
K1652008,34351e,173
K1652008,34402,41
K1652008,35754,93
K1652008,3799,92
K1652008,38725,93
K1652008,38754,95
K1652008,38989,73
K1652008,39677,19
K1652008,5866e,388
K1652008,8678,88
K1652008,9644,34
K1652008,9744,5
K1652008,9760,31
K1668072,10375,102
K1668072,11108,154
K1668072,14401,92
K1668072,16788,100
K1668072,18045,27
K1668072,25895,120
K1668072,26355,71
K1668072,30797e,116
K1668072,33843,80
K1668072,34441,88
K1668072,38027,93
K1670366,10391,55
K1670366,11108,108
K1670366,12203,297
K1670366,13275,6
K1670366,14502,88
K1670366,15577,87
K1670366,18807,97
K1670366,2256,114
K1670366,26266,123
K1670366,28362,6
K1670366,32353,6
K1670366,33898,95
K1670366,34032,82
K1670366,36066,99
K1670366,38725,6
K1670366,6561,74
K1670366,7194,97
K1675849,12781,73
K1675849,22564,113
K1675849,27930,6
K1675849,28129,6
K1675849,28415,103
K1675849,2863,5
K1675849,28926,6
K1675849,3214,243
K1675849,33446,78
K1675849,35403,35
K1675849,3846,12
K1675849,38754,6
K1675849,39620,6
K1675849,39902e,88
K1675849,5167,6
K1675849,6473,6
K1675849,6759,110
K1675849,7769,12
K1675849,8678,93
K1681804,11396,6
K1681804,15834,5
K1681804,21460,61
K1681804,25895,122
K1681804,26355,201
K1681804,2863,5
K1681804,38754,6
K1681804,39050,6
K1681804,39620,6
K1681804,9760,97
K1690157,10778,83
K1690157,11396,148
K1690157,29495,79
K1690157,30887,123
K1690157,38725,280
K1690157,9232,179
K1700013,10375,242
K1700013,27370,95
K1700013,34441,103
K1700013,38989,135
K1703492,11108,245
K1703492,14401,106
K1703492,16106,6
K1703492,18045,102
K1703492,19887,4
K1703492,22938,6
K1703492,24147,6
K1703492,24445,106
K1703492,26355,6
K1703492,35645,7
K1703492,4203,6
K1703492,6759,93
K1703492,8678,128
K1705561,10722,5
K1705561,11513,6
K1705561,11943,35
K1705561,13463,112
K1705561,14179,183
K1705561,14388,16
K1705561,14502,6
K1705561,19172,6
K1705561,21710,6
K1705561,22127,6
K1705561,2256,19
K1705561,23437,90
K1705561,26098,9
K1705561,26120,5
K1705561,26355,60
K1705561,27154,5
K1705561,27596,104
K1705561,28129,152
K1705561,2815,119
K1705561,30658,21
K1705561,31672,69
K1705561,32517,6
K1705561,33601,5
K1705561,33717,109
K1705561,34419,116
K1705561,34481,90
K1705561,36727,5
K1705561,37117,72
K1705561,37881,105
K1705561,37945,22
K1705561,38586,6
K1705561,38725,284
K1705561,38989,26
K1705561,39620,116
K1705561,4003,5
K1705561,4644,88
K1705561,5167,73
K1705561,7769,101
K1705561,9644,6
K1705756,11943,5
K1705756,14171,5
K1705756,14502,129
K1705756,19550,75
K1705756,29108e,207
K1705756,39018e,122
K1705756,4644,76
K1705756,8678,6
K1705756,8726,290
K1705756,9973,5
K1710333,10611,123
K1710333,11108,358
K1710333,12121,124
K1710333,14502,165
K1710333,14617,69
K1710333,16045,116
K1710333,18045,28
K1710333,18724e,73
K1710333,27370,49
K1710333,28415,133
K1710333,31396,77
K1710333,38111e,117
K1710333,4703,91
K1710333,5167,5
K1710333,6767,105
K1710333,9232,5
K1711380,18045,63
K1711380,22564,192
K1711380,26355,74
K1711380,3739e,130
K1723139,11108,345
K1723139,12203,5
K1723139,12666,6
K1723139,13275,85
K1723139,15577,91
K1723139,2373,5
K1723139,2481,75
K1723139,30658,81
K1723139,31672,5
K1723139,32792,6
K1723139,34759,80
K1723139,38323,91
K1723139,7194,77
K1729360,10375,94
K1729360,14401,86
K1729360,15834,216
K1729360,18240,62
K1729360,18713,107
K1729360,19550,55
K1729360,22487,96
K1729360,2256,103
K1729360,25161,161
K1729360,25276,176
K1729360,34225,93
K1729360,34441,91
K1729360,7194,105
K1740514,1106,75
K1740514,16233,7
K1740514,21499,120
K1740514,24631,66
K1740514,2513,111
K1740514,25815,65
K1740514,30473,6
K1740514,30887,6
K1740514,33473,125
K1740514,33898,181
K1740514,34441,78
K1740514,6228,6
K1740514,6806,77
K1740514,8077,78
K1740514,8806,5
K1745704,10033,6
K1745704,10375,70
K1745704,11108,122
K1745704,11872,5
K1745704,13314,100
K1745704,14085,98
K1745704,14401,90
K1745704,14403,121
K1745704,19045,46
K1745704,20556,152
K1745704,20662,115
K1745704,25729,87
K1745704,26355,6
K1745704,31031,104
K1745704,6907,100
K1759331,10375,282
K1759331,10636,5
K1759331,13069,49
K1759331,16745,6
K1759331,1770,5
K1759331,18240,94
K1759331,23171,6
K1759331,27370,88
K1759331,32744,6
K1759331,35000,6
K1759331,35562,6
K1759331,38754,5
K1759331,4602,5
K1759331,4704e,135
K1759331,6044,6
K1759331,6228,126
K1759331,7130,5
K1777063,10375,5
K1777063,11108,103
K1777063,20306,6
K1777063,28362,6
K1777063,30797e,98
K1777063,30887,101
K1777063,3799,5
K1812557,10375,197
K1812557,12319,86
K1812557,13345,85
K1812557,14708,88
K1812557,17733,82
K1812557,18955,69
K1812557,19755,84
K1812557,19857,85
K1812557,2028,95
K1812557,22722,90
K1812557,24865,245
K1812557,26222,61
K1812557,27370,74
K1812557,2815,102
K1812557,31269e,126
K1812557,31534,103
K1812557,34225,94
K1812557,35399,37
K1812557,36792,6
K1812557,37137e,66
K1812557,38989,67
K1812557,39211,50
K1812557,7130,79
K1840743,11849,117
K1840743,14401,92
K1840743,17923,152
K1840743,22542,89
K1840743,2412,104
K1840743,25204,79
K1840743,26222,98
K1840743,28159,59
K1840743,7130,73
K1854352,10375,98
K1854352,20556,140
K1854352,24147,109
K1854352,33473,88
K1854352,39516,86
K1854352,8712,90
K1855386,10852,11
K1855386,11108,6
K1855386,15508,11
K1855386,16357,81
K1855386,17071,11
K1855386,17733,12
K1855386,2354,66
K1855386,27704,11
K1855386,27744,100
K1855386,2863,12
K1855386,31031,6
K1855386,3214,12
K1855386,3224,65
K1855386,33372,12
K1855386,33406,11
K1855386,33473,6
K1855386,35509,130
K1855386,36851e,222
K1855386,38333,5
K1855386,38754,98
K1855386,39050,36
K1855386,39620,141
K1855386,4644,99
K1855386,5387,6
K1855386,8077,6
K1855386,9744,12
K1867893,10033,117
K1867893,11108,347
K1867893,11326e,132
K1867893,15577,98
K1867893,16233,84
K1867893,2028,101
K1867893,2256,32
K1867893,23891,94
K1867893,26355,102
K1867893,27930,88
K1867893,32122,68
K1867893,32353,74
K1867893,33898,140
K1867893,34225,103
K1867893,34402,5
K1867893,35201,5
K1867893,7130,84
K1893862,10033,6
K1893862,11108,5
K1893862,14617,6
K1893862,15577,6
K1893862,15586,6
K1893862,16324,5
K1893862,17071,5
K1893862,18045,78
K1893862,19550,6
K1893862,24374,5
K1893862,25350,5
K1893862,26355,82
K1893862,2671,6
K1893862,27744,6
K1893862,30388e,99
K1893862,30887,67
K1893862,31031,85
K1893862,3214,6
K1893862,32353,89
K1893862,33446,5
K1893862,33843,87
K1893862,38333,4
K1893862,38719,5
K1893862,38989,102
K1893862,5387,4
K1893862,7769,6
K1901198,11108,209
K1901198,11353,82
K1901198,14638,94
K1901198,15577,1
K1901198,19550,31
K1901198,19894,6
K1901198,21070,61
K1901198,2256,72
K1901198,24147,94
K1901198,26355,86
K1901198,27370,58
K1901198,27930,184
K1901198,2815,124
K1901198,30887,83
K1901198,31915,6
K1901198,32643,75
K1901198,3269,6
K1901198,32792,73
K1901198,33446,5
K1901198,35119,101
K1901198,37050,5
K1901198,5447,82
K1901198,7572,79
K1910599,11326e,22
K1910599,11513,86
K1910599,13463,165
K1910599,14388,6
K1910599,14401,89
K1910599,14872,5
K1910599,15984,97
K1910599,16357,147
K1910599,17202,6
K1910599,17733,5
K1910599,17966,104
K1910599,18753,7
K1910599,21710,6
K1910599,27596,6
K1910599,28362,84
K1910599,29914e,50
K1910599,3046e,6
K1910599,32744,5
K1910599,33406,6
K1910599,34859e,23
K1910599,35509,6
K1910599,35624,6
K1910599,36391,72
K1910599,37013e,24
K1910599,37483,4
K1910599,3799,96
K1910599,4003,6
K1910599,4934,7
K1910599,9744,107
K1916427,14617,67
K1916427,15508,175
K1916427,16233,99
K1916427,17071,91
K1916427,17299,66
K1916427,18045,89
K1916427,19550,289
K1916427,2412,115
K1916427,25350,97
K1916427,26355,71
K1916427,30684,91
K1916427,31031,78
K1916427,33843,183
K1916427,38168,108
K1916427,38989,119
K1916427,39050,6
K1916427,4644,98
K1916427,5447,67
K1916427,8077,105
K1927436,11108,132
K1931656,10664,5
K1931656,11396,102
K1931656,22564,88
K1931656,2863,105
K1931656,33372,3
K1931656,34351e,319
K1931656,36851e,370
K1931656,37212,91
K1931656,38754,223
K1931656,39475,91
K1931656,4644,150
K1931656,8712,80
K1942319,11108,479
K1942319,18045,3
K1942319,20662,116
K1942319,23931e,82
K1942319,26644,82
K1942319,30973,77
K1946089,26266,91
K1949312,2256,69
K1949959,10375,111
K1949959,14388,65
K1949959,16233,172
K1949959,16357,56
K1949959,20556,110
K1949959,24272e,277
K1949959,26222,82
K1949959,3799,339
K1953392,11396,6
K1953392,13363e,143
K1953392,19550,74
K1953392,22564,136
K1953392,23437,95
K1953392,28159,6
K1953392,28362,63
K1953392,28415,6
K1953392,32930e,290
K1953392,34259,5
K1953392,34351e,305
K1953392,36232,84
K1953392,36589,6
K1953392,38989,102
K1953392,39475,128
K1953392,5910,104
K1953392,6759,6
K1954424,12666,5
K1954424,14388,99
K1954424,15586,6
K1954424,17923,6
K1954424,19550,57
K1954424,23154,99
K1954424,2412,93
K1954424,30887,76
K1954424,32353,89
K1954424,33898,225
K1954424,34259,5
K1954424,34817,6
K1954424,35562,90
K1954424,35754,6
K1954424,38102e,242
K1954424,5910,60
K1954424,6031,6
K1954424,6561,6
K1954424,7936,6
K1954424,9875,99
K1957652,16788,86
K1957652,2028,74
K1957652,20624,30
K1957652,35509,87
K1957652,37137e,203
K1957652,8209,107
K1962610,17071,71
K1962610,20556,82
K1962610,20871,78
K1962610,2256,103
K1962610,24432,102
K1962610,24556,88
K1962610,26355,81
K1962610,2815,119
K1962610,32568,124
K1962610,34053,86
K1962610,34225,100
K1962610,36974,25
K1962610,3820,121
K1962610,38719,93
K1962610,39325,67
K1962610,39475,70
K1962610,5387,52
K1962610,6419e,409
K1968826,14601,101
K1968826,14889,6
K1968826,15487,105
K1968826,16233,82
K1968826,16357,6
K1968826,16788,227
K1968826,17283,14
K1968826,18753,6
K1968826,19045,6
K1968826,2256,107
K1968826,25785,4
K1968826,29198,84
K1968826,30973,5
K1968826,32353,72
K1968826,35509,5
K1968826,36676,5
K1968826,36792,5
K1978566,22564,100
K1978566,28129,74
K1978566,3214,82
